SampleID,Name,Time,Date,Latitude (decimal degrees),Longitude (decimal degrees),Salinity (psu),temperature(C),Pressure (dbars),Total P (micromol/kgSW),Total Si (micromol/kgSW),TA (micromol/kgSW),TCO2 (micromol/kgSW),pH,fCO2 (microatm),pCO2 (microatm),HCO3 (micromol/kgSW),CO3 (micromol/kgSW),CO2 (micromol/kgSW),B Alk (micromol/kgSW),OH (micromol/kgSW),P Alk (micromol/kgSW),Si Alk (micromol/kgSW),Revelle,O Ca,O Ar ,xCO2  (dry at 1 atm) (ppm),t(C) adjusted,P (dbars) adjusted,pH adjusted,fCO2 adjusted (microatm),pCO2 adjusted(microatm),HCO3 adjusted(micromol/kgSW),CO3 adjusted (micromol/kgSW),CO2 adjusted(micromol/kgSW),B Alk adjusted(micromol/kgSW),OH adjusted (micromol/kgSW),P Alk adjusted(micromol/kgSW),Si Alk adjusted (micromol/kgSW),Revelle adjusted,O Ca adjusted,O Ar adjusted,xCO2 out (dry at 1 atm) (ppm),pCO2_air (microatm),Windspeed,CO2 Flux (mmol/m2/d),CO2 Flux adjusted (mmol/m2/d),Whose K1/K2,Whose KHSO4,Which pH Scale,Whose Boron,Whose Air-sea Flux,Windspeed Units,Comment
 234,"18","","19-Sep-13",,,24.900,14.900,10.133,0.000,0.000,1821.589,1785.603,7.810,866.084,869.227,1703.434,47.736,34.434,21.763,0.937,0.000,0.000,18.553,1.208,0.752,883.792,14.900,10.133,7.810,866.084,869.227,1703.434,47.736,34.434,21.763,0.937,0.000,0.000,18.553,1.208,0.752,883.792,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 235,"19","","19-Sep-13",,,24.900,14.800,10.133,0.000,0.000,1812.662,1779.367,7.800,882.392,885.598,1697.839,46.338,35.190,21.256,0.907,0.000,0.000,18.634,1.173,0.730,900.340,14.800,10.133,7.800,882.392,885.598,1697.839,46.338,35.190,21.256,0.907,0.000,0.000,18.634,1.173,0.730,900.340,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 236,"20","","19-Sep-13",,,24.600,14.900,10.133,0.000,0.000,1843.316,1836.050,7.690,1177.285,1181.557,1752.210,36.955,46.885,16.511,0.705,0.000,0.000,19.135,0.937,0.582,1201.359,14.900,10.133,7.690,1177.285,1181.557,1752.210,36.955,46.885,16.511,0.705,0.000,0.000,19.135,0.937,0.582,1201.359,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 237,"21","","19-Sep-13",,,24.900,14.800,10.133,0.000,0.000,1844.902,1826.655,7.735,1052.539,1056.363,1743.705,40.974,41.976,18.486,0.781,0.000,0.000,19.040,1.037,0.645,1073.948,14.800,10.133,7.735,1052.539,1056.363,1743.705,40.974,41.976,18.486,0.781,0.000,0.000,19.040,1.037,0.645,1073.948,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 238,"22","","19-Sep-13",,,24.900,14.900,10.133,0.000,0.000,1884.366,1773.971,8.085,450.233,451.866,1668.023,88.048,17.900,38.491,1.764,0.000,0.000,14.840,2.229,1.387,459.438,14.900,10.133,8.085,450.233,451.866,1668.023,88.048,17.900,38.491,1.764,0.000,0.000,14.840,2.229,1.387,459.438,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 239,"23","","19-Sep-13",,,24.900,15.700,10.133,0.000,0.000,1835.964,1718.047,8.105,418.698,420.202,1610.342,91.460,16.246,40.723,1.988,0.000,0.000,14.217,2.319,1.445,427.621,15.700,10.133,8.105,418.698,420.202,1610.342,91.460,16.246,40.723,1.988,0.000,0.000,14.217,2.319,1.445,427.621,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 240,"24","","19-Sep-13",,,25.000,14.900,10.133,0.000,0.000,1944.690,1862.767,7.980,606.325,608.525,1765.311,73.364,24.093,31.274,1.389,0.000,0.000,16.625,1.856,1.155,618.721,14.900,10.133,7.980,606.325,608.525,1765.311,73.364,24.093,31.274,1.389,0.000,0.000,16.625,1.856,1.155,618.721,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 241,"1","","26-Sep-13",,,22.200,14.400,10.133,0.000,0.000,1633.069,1603.155,7.830,756.739,759.503,1531.079,41.056,31.020,19.017,0.875,0.000,0.000,18.914,1.055,0.647,771.836,14.400,10.133,7.830,756.739,759.503,1531.079,41.056,31.020,19.017,0.875,0.000,0.000,18.914,1.055,0.647,771.836,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 242,"2","","26-Sep-13",,,23.400,14.100,10.133,0.000,0.000,1613.826,1658.508,7.465,1770.291,1776.780,1567.201,18.551,72.756,9.179,0.379,0.000,0.000,16.693,0.473,0.292,1805.051,14.100,10.133,7.465,1770.291,1776.780,1567.201,18.551,72.756,9.179,0.379,0.000,0.000,16.693,0.473,0.292,1805.051,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 243,"3","","26-Sep-13",,,21.700,14.200,10.133,0.000,0.000,1631.850,1619.065,7.755,911.091,914.427,1547.195,34.184,37.686,15.592,0.714,0.000,0.000,19.465,0.880,0.538,929.086,14.200,10.133,7.755,911.091,914.427,1547.195,34.184,37.686,15.592,0.714,0.000,0.000,19.465,0.880,0.538,929.086,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 244,"4","","26-Sep-13",,,22.600,14.500,10.133,0.000,0.000,1647.386,1604.253,7.885,664.530,666.954,1529.912,47.247,27.095,21.981,1.013,0.000,0.000,18.248,1.211,0.744,677.854,14.500,10.133,7.885,664.530,666.954,1529.912,47.247,27.095,21.981,1.013,0.000,0.000,18.248,1.211,0.744,677.854,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 245,"5","","26-Sep-13",,,22.700,14.500,10.133,0.000,0.000,1640.109,1598.916,7.875,677.293,679.763,1525.161,46.155,27.600,21.658,0.993,0.000,0.000,18.309,1.183,0.727,690.872,14.500,10.133,7.875,677.293,679.763,1525.161,46.155,27.600,21.658,0.993,0.000,0.000,18.309,1.183,0.727,690.872,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 246,"6","","26-Sep-13",,,21.800,14.300,10.133,0.000,0.000,1624.986,1621.738,7.705,1023.513,1027.256,1548.866,30.692,42.181,14.114,0.644,0.000,0.000,19.407,0.790,0.483,1043.832,14.300,10.133,7.705,1023.513,1027.256,1548.866,30.692,42.181,14.114,0.644,0.000,0.000,19.407,0.790,0.483,1043.832,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 247,"7","","26-Sep-13",,,22.900,14.700,10.133,0.000,0.000,1646.189,1608.096,7.855,713.748,716.345,1534.328,44.894,28.874,21.116,0.970,0.000,0.000,18.424,1.149,0.708,728.205,14.700,10.133,7.855,713.748,716.345,1534.328,44.894,28.874,21.116,0.970,0.000,0.000,18.424,1.149,0.708,728.205,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 248,"8","","26-Sep-13",,,22.500,14.600,10.133,0.000,0.000,1572.747,1659.036,7.300,2580.503,2589.903,1541.699,12.388,104.950,6.059,0.265,0.000,0.000,13.483,0.318,0.195,2632.511,14.600,10.133,7.300,2580.503,2589.903,1541.699,12.388,104.950,6.059,0.265,0.000,0.000,13.483,0.318,0.195,2632.511,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 249,"9","","26-Sep-13",,,22.300,14.400,10.133,0.000,0.000,1610.271,1648.474,7.500,1648.322,1654.341,1561.307,19.637,67.530,9.311,0.410,0.000,0.000,17.313,0.504,0.309,1681.205,14.400,10.133,7.500,1648.322,1654.341,1561.307,19.637,67.530,9.311,0.410,0.000,0.000,17.313,0.504,0.309,1681.205,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 250,"10","","26-Sep-13",,,22.500,14.500,10.133,0.000,0.000,1635.647,1601.468,7.845,728.765,731.423,1528.798,42.939,29.731,20.064,0.922,0.000,0.000,18.672,1.101,0.677,743.377,14.500,10.133,7.845,728.765,731.423,1528.798,42.939,29.731,20.064,0.922,0.000,0.000,18.672,1.101,0.677,743.377,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 251,"11","","26-Sep-13",,,22.100,14.500,10.133,0.000,0.000,1616.625,1566.823,7.925,593.994,596.160,1492.690,49.846,24.287,23.158,1.097,0.000,0.000,17.856,1.282,0.786,605.906,14.500,10.133,7.925,593.994,596.160,1492.690,49.846,24.287,23.158,1.097,0.000,0.000,17.856,1.282,0.786,605.906,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 252,"12","","26-Sep-13",,,22.100,14.100,10.133,0.000,0.000,1624.049,1635.787,7.630,1218.627,1223.095,1559.299,26.038,50.451,12.163,0.536,0.000,0.000,18.967,0.669,0.410,1242.570,14.100,10.133,7.630,1218.627,1223.095,1559.299,26.038,50.451,12.163,0.536,0.000,0.000,18.967,0.669,0.410,1242.570,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 253,"13","","26-Sep-13",,,22.500,14.400,10.133,0.000,0.000,1618.306,1666.762,7.455,1839.290,1846.007,1573.550,17.943,75.269,8.534,0.372,0.000,0.000,16.544,0.460,0.283,1875.980,14.400,10.133,7.455,1839.290,1846.007,1573.550,17.943,75.269,8.534,0.372,0.000,0.000,16.544,0.460,0.283,1875.980,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 254,"14","","26-Sep-13",,,22.600,14.500,10.133,0.000,0.000,1650.507,1610.576,7.870,690.875,693.395,1536.566,45.841,28.169,21.294,0.979,0.000,0.000,18.423,1.175,0.722,704.727,14.500,10.133,7.870,690.875,693.395,1536.566,45.841,28.169,21.294,0.979,0.000,0.000,18.423,1.175,0.722,704.727,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 255,"15","","26-Sep-13",,,22.400,14.500,10.133,0.000,0.000,1575.700,1633.368,7.410,1995.497,2002.775,1536.111,15.802,81.455,7.686,0.338,0.000,0.000,15.676,0.406,0.249,2035.510,14.500,10.133,7.410,1995.497,2002.775,1536.111,15.802,81.455,7.686,0.338,0.000,0.000,15.676,0.406,0.249,2035.510,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 256,"16","","26-Sep-13",,,22.100,14.400,10.133,0.000,0.000,1626.578,1593.884,7.845,727.342,729.998,1521.925,42.127,29.832,19.509,0.904,0.000,0.000,18.805,1.083,0.664,741.854,14.400,10.133,7.845,727.342,729.998,1521.925,42.127,29.832,19.509,0.904,0.000,0.000,18.805,1.083,0.664,741.854,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 257,"17","","26-Sep-13",,,22.500,14.600,10.133,0.000,0.000,1643.675,1652.571,7.635,1219.410,1223.852,1575.597,27.380,49.594,12.767,0.573,0.000,0.000,18.973,0.702,0.432,1243.987,14.600,10.133,7.635,1219.410,1223.852,1575.597,27.380,49.594,12.767,0.573,0.000,0.000,18.973,0.702,0.432,1243.987,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 258,"18","","26-Sep-13",,,21.300,14.200,10.133,0.000,0.000,1605.356,1577.629,7.835,741.074,743.787,1507.322,39.584,30.723,18.031,0.849,0.000,0.000,19.144,1.022,0.623,755.714,14.200,10.133,7.835,741.074,743.787,1507.322,39.584,30.723,18.031,0.849,0.000,0.000,19.144,1.022,0.623,755.714,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 259,"19","","26-Sep-13",,,21.300,14.100,10.133,0.000,0.000,1615.990,1590.469,7.825,763.809,766.609,1519.835,38.870,31.764,17.609,0.822,0.000,0.000,19.259,1.003,0.612,778.821,14.100,10.133,7.825,763.809,766.609,1519.835,38.870,31.764,17.609,0.822,0.000,0.000,19.259,1.003,0.612,778.821,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 260,"20","","26-Sep-13",,,21.200,14.300,10.133,0.000,0.000,1579.877,1606.886,7.560,1417.012,1422.194,1526.990,21.301,58.595,9.859,0.454,0.000,0.000,18.217,0.550,0.336,1445.151,14.300,10.133,7.560,1417.012,1422.194,1526.990,21.301,58.595,9.859,0.454,0.000,0.000,18.217,0.550,0.336,1445.151,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 261,"21","","26-Sep-13",,,22.600,14.500,10.133,0.000,0.000,1636.498,1637.028,7.675,1100.628,1104.642,1562.400,29.751,44.876,13.993,0.625,0.000,0.000,19.165,0.763,0.469,1122.696,14.500,10.133,7.675,1100.628,1104.642,1562.400,29.751,44.876,13.993,0.625,0.000,0.000,19.165,0.763,0.469,1122.696,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 262,"22","","26-Sep-13",,,23.100,14.600,10.133,0.000,0.000,1639.841,1605.748,7.835,744.462,747.173,1532.658,42.914,30.176,20.447,0.923,0.000,0.000,18.557,1.097,0.676,759.462,14.600,10.133,7.835,744.462,747.173,1532.658,42.914,30.176,20.447,0.923,0.000,0.000,18.557,1.097,0.676,759.462,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 263,"23","","26-Sep-13",,,22.400,14.700,10.133,0.000,0.000,1647.297,1574.641,8.015,482.572,484.328,1492.793,62.271,19.577,28.587,1.385,0.000,0.000,16.427,1.599,0.982,492.349,14.700,10.133,8.015,482.572,484.328,1492.793,62.271,19.577,28.587,1.385,0.000,0.000,16.427,1.599,0.982,492.349,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 264,"24","","26-Sep-13",,,22.600,14.500,10.133,0.000,0.000,1558.002,1600.441,7.470,1708.569,1714.800,1512.809,17.967,69.664,8.903,0.390,0.000,0.000,16.766,0.461,0.283,1742.825,14.500,10.133,7.470,1708.569,1714.800,1512.809,17.967,69.664,8.903,0.390,0.000,0.000,16.766,0.461,0.283,1742.825,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 265,"1","","3-Oct-13",,,13.900,11.000,10.133,0.000,0.000,971.876,1006.079,7.530,994.751,998.546,949.860,8.553,47.666,4.690,0.250,0.000,0.000,16.593,0.229,0.133,1011.537,11.000,10.133,7.530,994.751,998.546,949.860,8.553,47.666,4.690,0.250,0.000,0.000,16.593,0.229,0.133,1011.537,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 266,"2","","3-Oct-13",,,13.900,11.000,10.133,0.000,0.000,981.178,1037.276,7.395,1378.827,1384.087,964.839,6.367,66.070,3.463,0.183,0.000,0.000,13.674,0.171,0.099,1402.095,11.000,10.133,7.395,1378.827,1384.087,964.839,6.367,66.070,3.463,0.183,0.000,0.000,13.674,0.171,0.099,1402.095,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 267,"3","","3-Oct-13",,,12.600,11.000,10.133,0.000,0.000,920.380,1017.823,7.190,2131.995,2140.129,911.364,3.536,102.923,1.900,0.109,0.000,0.000,9.379,0.096,0.055,2167.993,11.000,10.133,7.190,2131.995,2140.129,911.364,3.536,102.923,1.900,0.109,0.000,0.000,9.379,0.096,0.055,2167.993,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 268,"4","","3-Oct-13",,,13.800,11.400,10.133,0.000,0.000,1000.567,1030.506,7.565,948.552,952.152,976.003,9.621,44.882,5.069,0.280,0.000,0.000,17.407,0.259,0.150,964.879,11.400,10.133,7.565,948.552,952.152,976.003,9.621,44.882,5.069,0.280,0.000,0.000,17.407,0.259,0.150,964.879,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 269,"5","","3-Oct-13",,,14.100,11.400,10.133,0.000,0.000,991.262,1020.300,7.565,935.040,938.589,966.482,9.651,44.167,5.223,0.283,0.000,0.000,17.397,0.259,0.150,951.132,11.400,10.133,7.565,935.040,938.589,966.482,9.651,44.167,5.223,0.283,0.000,0.000,17.397,0.259,0.150,951.132,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 270,"6","","3-Oct-13",,,14.400,11.200,10.133,0.000,0.000,999.990,1055.831,7.395,1397.160,1402.477,982.842,6.672,66.317,3.656,0.190,0.000,0.000,13.787,0.178,0.104,1420.966,11.200,10.133,7.395,1397.160,1402.477,982.842,6.672,66.317,3.656,0.190,0.000,0.000,13.787,0.178,0.104,1420.966,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 271,"7","","3-Oct-13",,,15.200,11.400,10.133,0.000,0.000,1042.747,1068.607,7.585,922.364,925.865,1014.220,11.092,43.295,6.063,0.307,0.000,0.000,17.844,0.295,0.172,938.230,11.400,10.133,7.585,922.364,925.865,1014.220,11.092,43.295,6.063,0.307,0.000,0.000,17.844,0.295,0.172,938.230,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 272,"8","","3-Oct-13",,,14.000,11.100,10.133,0.000,0.000,997.511,1090.082,7.225,2083.680,2091.619,986.190,4.435,99.458,2.387,0.125,0.000,0.000,10.245,0.119,0.069,2119.015,11.100,10.133,7.225,2083.680,2091.619,986.190,4.435,99.458,2.387,0.125,0.000,0.000,10.245,0.119,0.069,2119.015,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 273,"9","","3-Oct-13",,,13.200,11.200,10.133,0.000,0.000,963.114,1059.133,7.205,2137.253,2145.386,953.024,3.965,102.145,2.107,0.117,0.000,0.000,9.774,0.107,0.062,2173.688,11.200,10.133,7.205,2137.253,2145.386,953.024,3.965,102.145,2.107,0.117,0.000,0.000,9.774,0.107,0.062,2173.688,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 274,"10","","3-Oct-13",,,13.700,11.800,10.133,0.000,0.000,985.130,1014.809,7.560,950.322,953.911,960.948,9.457,44.405,5.011,0.286,0.000,0.000,17.342,0.255,0.147,967.008,11.800,10.133,7.560,950.322,953.911,960.948,9.457,44.405,5.011,0.286,0.000,0.000,17.342,0.255,0.147,967.008,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 275,"11","","3-Oct-13",,,13.700,11.200,10.133,0.000,0.000,974.035,996.894,7.615,820.140,823.261,947.450,10.360,39.085,5.583,0.307,0.000,0.000,18.283,0.278,0.161,834.118,11.200,10.133,7.615,820.140,823.261,947.450,10.360,39.085,5.583,0.307,0.000,0.000,18.283,0.278,0.161,834.118,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 276,"12","","3-Oct-13",,,13.500,11.100,10.133,0.000,0.000,942.428,1028.638,7.235,1938.489,1945.874,931.651,4.194,92.793,2.321,0.126,0.000,0.000,10.345,0.113,0.065,1971.368,11.100,10.133,7.235,1938.489,1945.874,931.651,4.194,92.793,2.321,0.126,0.000,0.000,10.345,0.113,0.065,1971.368,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 277,"13","","3-Oct-13",,,14.000,11.300,10.133,0.000,0.000,964.174,1051.899,7.230,1994.735,2002.316,952.947,4.366,94.586,2.426,0.129,0.000,0.000,10.364,0.117,0.068,2028.897,11.300,10.133,7.230,1994.735,2002.316,952.947,4.366,94.586,2.426,0.129,0.000,0.000,10.364,0.117,0.068,2028.897,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 278,"14","","3-Oct-13",,,14.200,11.200,10.133,0.000,0.000,987.426,1015.067,7.575,906.370,909.819,962.193,9.804,43.071,5.367,0.285,0.000,0.000,17.556,0.263,0.152,921.815,11.200,10.133,7.575,906.370,909.819,962.193,9.804,43.071,5.367,0.285,0.000,0.000,17.556,0.263,0.152,921.815,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 279,"15","","3-Oct-13",,,13.900,11.300,10.133,0.000,0.000,965.578,1022.828,7.380,1409.672,1415.030,949.826,6.120,66.882,3.373,0.182,0.000,0.000,13.396,0.164,0.095,1433.815,11.300,10.133,7.380,1409.673,1415.030,949.826,6.120,66.882,3.373,0.182,0.000,0.000,13.396,0.164,0.095,1433.815,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 280,"16","","3-Oct-13",,,13.600,11.400,10.133,0.000,0.000,956.165,987.617,7.545,953.197,956.814,933.750,8.714,45.153,4.751,0.265,0.000,0.000,16.933,0.235,0.136,969.605,11.400,10.133,7.545,953.197,956.814,933.750,8.714,45.153,4.751,0.265,0.000,0.000,16.933,0.235,0.136,969.605,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 281,"17","","3-Oct-13",,,13.800,11.400,10.133,0.000,0.000,966.886,1046.006,7.270,1830.007,1836.953,954.646,4.771,86.589,2.610,0.142,0.000,0.000,11.121,0.128,0.074,1861.506,11.400,10.133,7.270,1830.007,1836.953,954.646,4.771,86.589,2.610,0.142,0.000,0.000,11.121,0.128,0.074,1861.506,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 282,"18","","3-Oct-13",,,13.400,11.200,10.133,0.000,0.000,940.894,972.426,7.545,939.191,942.765,919.149,8.441,44.835,4.633,0.259,0.000,0.000,16.872,0.227,0.131,955.200,11.200,10.133,7.545,939.191,942.765,919.149,8.441,44.835,4.633,0.259,0.000,0.000,16.872,0.227,0.131,955.200,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 283,"19","","3-Oct-13",,,13.600,11.300,10.133,0.000,0.000,968.654,1000.733,7.545,964.737,968.403,946.085,8.798,45.850,4.740,0.263,0.000,0.000,16.935,0.237,0.137,981.262,11.300,10.133,7.545,964.737,968.403,946.085,8.798,45.850,4.740,0.263,0.000,0.000,16.935,0.237,0.137,981.262,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 284,"20","","3-Oct-13",,,13.500,11.300,10.133,0.000,0.000,967.607,1030.413,7.355,1507.520,1513.249,953.029,5.697,71.688,3.061,0.169,0.000,0.000,12.806,0.153,0.089,1533.344,11.300,10.133,7.355,1507.520,1513.249,953.029,5.697,71.688,3.061,0.169,0.000,0.000,12.806,0.153,0.089,1533.344,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 285,"21","","3-Oct-13",,,13.500,11.300,10.133,0.000,0.000,970.658,1032.735,7.360,1494.717,1500.397,955.876,5.780,71.079,3.096,0.171,0.000,0.000,12.915,0.156,0.090,1520.321,11.300,10.133,7.360,1494.717,1500.397,955.876,5.780,71.079,3.096,0.171,0.000,0.000,12.915,0.156,0.090,1520.321,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 286,"22","","3-Oct-13",,,13.900,11.400,10.133,0.000,0.000,1021.992,1051.785,7.570,956.018,959.646,996.595,9.981,45.209,5.178,0.284,0.000,0.000,17.540,0.268,0.155,972.472,11.400,10.133,7.570,956.018,959.646,996.595,9.981,45.209,5.178,0.284,0.000,0.000,17.540,0.268,0.155,972.472,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
